pop,sex,family,id,day,l,w,a,bod
Juneau,0,10,335,4,4.8486469237,4.3636295547,6.5808778824,162.628624331
Juneau,0,10,336,4,5.8831197979,4.3617168307,8.9531092748,233.7935303686
Juneau,0,10,337,4,4.8576449095,4.5048931033,8.3144809955,209.5094250671
Juneau,0,11,338,4,5.6822863971,4.9734595877,10.7798774153,289.4837710862
Juneau,0,11,339,4,6.3302069897,5.2330355228,12.7386867252,354.5278874605
Juneau,0,11,340,4,6.0711640634,4.55420513,10.9306632608,290.3245973935
Juneau,0,12,341,4,5.4919287303,4.6716713572,11.317461684,306.7035060366
Juneau,0,12,342,4,4.0929005613,2.8703695824,3.9297607956,92.3159201799
Juneau,0,12,343,4,5.3731156019,4.3682703932,8.7664225022,223.086287604
Juneau,0,13,344,4,4.7417931534,4.4643387786,7.6763303888,194.2869161534
Juneau,0,13,345,4,4.4971562008,3.6258835358,6.1202510674,150.8224142394
Juneau,0,13,346,4,5.9341468175,5.1591929711,14.3027549415,401.4881783709
Juneau,0,14,347,4,4.2172920877,3.5228211536,4.7062866552,111.3028246608
Juneau,0,14,348,4,5.0630438394,4.0947678991,7.2425327656,182.8198887701
Juneau,0,14,349,4,5.2407710401,3.9384818948,8.613208829,218.4645038565
Juneau,0,15,350,4,4.8842035604,3.0838251515,5.2490600361,125.7586848499
Juneau,0,15,351,4,4.6465712549,3.9230664281,6.14612869,151.5460990459
Juneau,0,15,352,4,6.2555338438,5.5386543325,14.6204920944,412.3196423621
Juneau,0,16,353,4,5.3852913719,4.2118468235,8.6729130167,224.0201608521
Juneau,0,16,354,4,5.9602391162,5.4367671069,11.3824765563,310.1376068905
Juneau,0,16,355,4,5.4272973607,3.7555421417,7.2415874222,177.9874842917
Juneau,0,17,356,4,4.2142682276,4.4909437471,7.8771170318,200.2087636692
Juneau,0,17,357,4,5.4671802007,4.8885131974,9.2034001953,241.4555401376
Juneau,0,17,358,4,4.8959395044,4.1860889912,6.6294816839,160.4808998325
Juneau,0,18,359,4,NA,NA,NA,NA
Juneau,0,18,360,4,5.3566943098,5.2921939009,10.0208552427,266.8160292671
Juneau,0,18,361,4,NA,NA,NA,NA
Juneau,0,19,362,4,4.2667249092,3.716334939,6.0336057965,147.2500287934
Juneau,0,19,363,4,4.1088857321,3.8528676207,5.3987169051,130.9311709693
Juneau,0,19,364,4,4.2982019303,3.1087980949,5.048294496,117.0562236394
Juneau,0,20,365,4,NA,NA,NA,NA
Juneau,0,20,366,4,NA,NA,NA,NA
Juneau,0,20,367,4,NA,NA,NA,NA
Juneau,0,21,368,4,5.0814460171,3.8745104333,7.3302594412,182.959329293
Juneau,0,21,369,4,5.7605553626,4.5987154137,9.0618094143,235.8469475397
Juneau,0,22,370,4,4.9755730353,4.0803401291,6.9778415283,173.9701473193
Juneau,0,22,371,4,3.1742430048,2.1917639199,2.016388474,46.7124159752
Juneau,0,22,372,4,5.3662759241,4.6522512233,9.2106683566,236.5951142873
Juneau,0,23,373,4,3.9307274375,3.1478549059,4.4466718937,104.5162903805
Juneau,0,23,374,4,3.4922009256,2.8163105941,3.7361237884,87.4358277802
Juneau,0,23,375,4,4.8834032129,4.4028041066,7.8109796756,194.5886241516
Juneau,0,24,376,4,4.9077829621,4.4939088183,8.3429862001,214.0834668837
Juneau,0,24,377,4,4.6085852617,3.9925071519,7.7888361483,198.824791137
Juneau,0,24,378,4,3.9613740394,4.3457701051,6.4186698796,154.5369704044
Juneau,0,25,379,4,5.4088407051,4.7955913906,10.7460890565,288.4081625755
Juneau,0,25,380,4,6.2373066116,5.5924904817,13.4038242828,376.7214195008
Juneau,0,25,381,4,5.4257082245,5.2753298349,11.2400860724,300.2173116156
Juneau,0,26,382,4,4.9808839094,3.7499084293,6.7781832867,168.2466627495
Juneau,0,26,383,4,5.9779232735,5.402000766,12.3344978137,341.1748335886
Juneau,0,26,384,4,NA,NA,NA,NA
Juneau,0,27,385,4,3.9792549771,3.1417718651,4.809728295,114.030393756
Juneau,0,27,386,4,4.6033282766,4.4324557069,7.4489384122,188.8352667479
Juneau,0,27,387,4,4.7107378745,3.0424439154,5.9654169023,141.9123854229
Juneau,0,28,388,4,5.7041101848,4.9037156944,10.9228879353,294.0451617509
Juneau,0,28,389,4,4.0862303965,3.3514747539,4.7747141606,114.2008858092
Juneau,0,28,390,4,4.5942144111,3.7364888989,5.8921143439,139.8911105348
Juneau,0,29,391,4,5.2819055351,3.9724503497,7.011367371,174.9349508846
Juneau,0,29,392,4,5.3185221551,4.6111351552,9.3668244825,246.4848219173
Juneau,0,29,393,4,5.0068586557,4.4970581202,8.6691613748,220.1501021329
Juneau,0,30,394,4,5.0660783245,4.7583511357,8.2700743929,211.8997628668
Juneau,0,30,395,4,4.8427775225,3.7222710209,6.5545404172,163.0579634457
Juneau,0,30,396,4,NA,NA,NA,NA
Juneau,0,31,397,4,4.7067266444,4.3981527676,7.2040355318,180.500084627
Juneau,0,31,398,4,5.1717657067,5.6810437138,11.4675475305,312.8867664182
Juneau,0,31,399,4,4.9329896275,4.2526886957,7.6885454961,190.9940905917
Juneau,0,32,400,4,3.8796027421,4.3453592767,5.9740587882,145.5953833666
Juneau,0,32,401,4,5.2794726196,4.5573833246,9.1239459513,239.0179067079
Juneau,0,32,402,4,4.4917159927,3.9978782059,6.8093860011,165.5885035979
Juneau,0,33,403,4,5.0238014479,4.0269822005,7.7498463527,196.45101006
Juneau,0,33,404,4,4.9583649875,3.9847254137,8.5640411966,221.9826540012
Juneau,0,33,405,4,3.7453976825,2.7029940597,3.4276809522,75.7140015485
Juneau,0,34,406,4,5.2834474616,4.2491278283,9.1413126432,238.2796053977
Juneau,0,34,407,4,4.8381139307,4.2129829485,7.6555117773,194.8941541102
Juneau,0,34,408,4,4.2825116266,3.1942737249,4.2150664463,95.3525017732
Juneau,0,35,409,4,4.4210482695,4.4792800401,6.8348917265,169.8683909435
Juneau,0,35,410,4,5.0997981427,4.0205063548,7.9325834541,203.0801903626
Juneau,0,35,411,4,5.1786180982,4.2688803914,8.027912962,200.9901885196
Juneau,0,36,412,4,3.3755577027,2.9256653196,3.7750825799,87.3730547709
Juneau,0,36,413,4,4.7187320267,3.5611272417,5.9647510936,146.4884367957
Juneau,0,36,414,4,4.4217444385,3.8644181732,6.1806786531,147.8812970136
Juneau,0,37,415,4,4.8203434735,4.2346878362,7.7365493964,196.0592318407
Juneau,0,37,416,4,5.1606811403,4.4690210245,9.0427908136,236.5332130432
Juneau,0,37,417,4,5.1211492013,4.6849503108,9.6213149027,249.2211997067
Juneau,0,38,418,4,6.3102338076,5.6329804233,14.4001773705,409.0435654254
Juneau,0,38,419,4,4.7305607869,3.285091433,5.2351151517,126.5008703673
Juneau,0,38,420,4,4.3800221423,4.1061291923,6.4884920303,156.5006606512
Juneau,0,39,421,4,NA,NA,NA,NA
Juneau,0,39,422,4,4.6478790517,3.2541949735,4.7339210616,113.1233460048
Juneau,0,39,423,4,NA,NA,NA,NA
Juneau,0,40,424,4,5.5704514453,5.3936613977,11.9286918236,326.519549825
Juneau,0,40,425,4,3.9009497169,3.7532367824,5.8139346253,142.3093463921
Juneau,0,40,426,4,5.5751494654,4.135840089,9.1031370559,233.3107290921
Juneau,0,41,427,4,4.9363346743,4.243252026,7.2132015445,180.7657064053
Juneau,0,41,428,4,NA,NA,NA,NA
Juneau,0,41,429,4,6.0807401331,5.2804556805,13.621602862,378.4652508405
Juneau,0,42,430,4,NA,NA,NA,NA
Juneau,0,42,431,4,5.6413006856,5.0891861183,11.7858567083,323.2159953312
Juneau,0,42,432,4,5.0438548331,3.8251559706,7.319750183,180.2487467158
Juneau,0,43,433,4,4.6837222498,2.8325534116,5.1905258365,124.182908541
Juneau,0,43,434,4,3.9307239012,2.8481743659,3.6988229202,86.5018961975
Juneau,0,43,435,4,4.1272697105,4.0024804032,6.3113513025,151.5284431886
Juneau,0,44,436,4,5.9784654121,5.5321392946,12.5057863291,345.4526298258
Juneau,0,44,437,4,5.9581803858,4.7873165679,9.7494383755,258.339700459
Juneau,0,44,438,4,4.8155580537,4.2549250053,7.3782523638,181.9449492916
Juneau,0,45,439,4,4.7724020611,4.4871537217,8.3384094028,213.9462604967
Juneau,0,45,440,4,5.255489569,3.8222619471,7.8797144136,201.5129964099
Juneau,0,45,441,4,4.4685415194,3.5566695121,5.5860176664,131.5142053966
Juneau,0,46,442,4,3.8648641792,3.1677632365,4.7930245161,113.5890526237
Juneau,0,46,443,4,5.1273658025,3.2860432463,5.7763972987,141.2729716916
Juneau,0,46,444,4,4.5641472083,4.2203115982,7.0261313212,171.7841083037
Juneau,0,47,445,4,NA,NA,NA,NA
Juneau,0,47,446,4,3.6300026203,3.0273545049,3.8954499949,91.4473596731
Juneau,0,47,447,4,5.1474793257,4.7905975824,9.2925352664,239.1017535587
Juneau,0,48,448,4,4.7691334215,3.8030778103,5.7244626734,138.7009319619
Juneau,0,48,449,4,5.4991199349,5.2700114231,10.9148814844,295.1143419613
Juneau,0,48,450,4,3.3979748715,2.8523553787,3.7309831837,83.1711335462
Juneau,0,49,451,4,NA,NA,NA,NA
Juneau,0,49,452,4,5.2664470647,4.2985678679,8.2073927148,211.2651197262
Juneau,0,49,453,4,5.3902252666,5.7025426495,11.41350205,305.7904669179
Juneau,0,50,454,4,5.2333680835,4.1158655605,7.7895737229,197.6224579367
Juneau,0,50,455,4,4.9478330219,4.2651375181,8.0051869294,205.2363165719
Juneau,0,50,456,4,6.2956916453,4.4211605795,10.675557072,282.2187754949
Juneau,0,51,457,4,5.4174308356,3.8531623807,7.0419935905,175.8172406198
Juneau,0,51,458,4,5.1205298815,3.7926762691,7.1230321057,179.355151697
Juneau,0,51,459,4,5.9736338831,4.3419524395,10.5413153472,277.9718801049
Juneau,0,52,460,4,5.4915589985,5.0461775283,10.3057170497,274.4634752915
Juneau,0,52,461,4,5.818863372,6.2690193075,13.3728929208,375.6833959901
Juneau,0,52,462,4,5.5220288479,4.1671936894,9.591954533,248.3141227953
Juneau,0,53,463,4,4.9235076261,4.0782559047,7.2642347652,182.2460232688
Juneau,0,53,464,4,5.0660999262,5.1020172811,10.3346624039,276.6837047095
Juneau,0,53,465,4,4.5773742969,3.60328657,6.2344893622,149.3810305867
Juneau,0,54,466,4,4.9126982377,4.1257159154,7.0891249845,177.1767473283
Juneau,0,54,467,4,3.8846339578,3.50757995,5.1533835049,124.2990987327
Juneau,0,54,468,4,4.2970168747,3.5847483248,5.3531730608,125.2123600637
Juneau,0,55,469,4,4.1053783767,3.4895808056,5.3143864847,127.5219859667
Juneau,0,55,470,4,4.4993387034,3.9405828215,5.855683071,143.4637619357
Juneau,0,55,471,4,3.7811684041,3.0193215802,3.9972385511,89.8299995891
Juneau,0,56,472,4,5.4098196225,4.5416262285,8.5758810997,221.0884244568
Juneau,0,56,473,4,5.5436006958,4.7119587294,9.5937415544,253.5021754532
Juneau,0,56,474,4,5.9195565633,4.4443708691,9.2449501129,237.6441260098
Juneau,0,57,475,4,5.9241384675,4.4339735602,10.4632347632,279.435485088
Juneau,0,57,476,4,5.6755230732,4.4779509215,10.5401960098,283.1852357457
Juneau,0,57,477,4,4.4932241933,4.4323919727,7.1158153451,174.3609254991
Juneau,0,58,478,4,6.0162631083,5.5823877739,13.1641154137,367.3067415686
Juneau,0,58,479,4,5.1475754102,4.2203986391,7.5707501471,192.4034312513
Juneau,0,58,480,4,5.2430386648,4.3703409146,8.3004553722,209.0908243992
Juneau,0,59,481,4,4.5290747185,3.8731952396,6.998242617,174.5571208451
Juneau,0,59,482,4,NA,NA,NA,NA
Juneau,0,59,483,4,NA,NA,NA,NA
Juneau,0,60,484,4,5.5496029198,4.4782159103,9.982123947,264.3058655823
Juneau,0,60,485,4,5.3045133355,4.9562815385,9.9776050361,265.461670904
Juneau,0,60,486,4,4.6785383445,4.4698068115,8.2095006992,206.3803187499
Juneau,0,61,487,4,5.3943402002,5.2157749632,10.1885907195,270.7780349018
Juneau,0,61,488,4,4.8020183203,3.9112479781,6.7759694171,169.3687761814
Juneau,0,61,489,4,5.7811043257,4.0538782583,9.3068334262,239.5400824848
Juneau,0,62,490,4,NA,NA,NA,NA
Juneau,0,62,491,4,4.1951005801,3.5518526947,5.9326334274,145.5964395811
Juneau,0,62,492,4,4.7332106343,3.4342916275,4.945040188,114.319146479
Juneau,0,63,493,4,4.8129925174,4.2717606919,7.193332599,180.1900233722
Juneau,0,63,494,4,5.8670349908,5.2477068657,11.4979898807,313.8717206385
Juneau,0,63,495,4,3.6266352209,3.6920491404,4.7670949065,109.6328718988
Juneau,0,64,496,4,4.9441365455,4.0479233487,8.3025954306,212.8732126324
Juneau,0,64,497,4,5.2339453861,4.7201740423,8.9703537401,234.3198357204
Juneau,0,64,498,4,4.9027081301,4.460980717,7.973325262,199.3754443022
Juneau,0,65,499,4,5.1114249613,4.6362992513,8.6431663462,223.1205700511
Juneau,0,65,500,4,6.0684328198,4.5230068405,10.2617122238,274.3834028523
Juneau,0,65,501,4,5.2174232824,4.1313453538,7.3456408675,180.999024971
Juneau,0,66,502,4,4.5287747895,4.2366045371,7.6833608752,194.4936655006
Juneau,0,66,503,4,4.8818682052,4.0713338219,7.8217489232,199.7975262288
Juneau,0,66,504,4,4.2971197302,3.7489175204,5.0757531306,117.7862725773
Juneau,0,67,505,4,5.678990847,4.5278198945,10.2161987186,271.6458366331
Juneau,0,67,506,4,5.1362042196,4.3116228359,7.217042367,182.0797228218
Juneau,0,67,507,4,5.7119310279,4.4708972616,8.8150287324,224.5565537141
Juneau,0,68,508,4,4.9433488959,3.9578990381,6.9878164223,174.2570923405
Juneau,0,68,509,4,4.8774235119,4.3371799991,7.4106479213,187.7164123722
Juneau,0,68,510,4,3.7889834632,3.708921984,4.3360041411,98.4466813291
Juneau,0,69,511,4,5.5829138587,4.7617579347,10.3594877712,276.158727465
Juneau,0,69,512,4,4.6270002305,3.5984979782,6.1696270488,152.2038455643
Juneau,0,69,513,4,5.6315563963,4.8350984297,10.8869782899,288.9332864287
Juneau,0,70,514,4,3.6545132571,3.6461261108,4.9880036899,118.7618606036
Juneau,0,70,515,4,5.1553939189,4.3274225458,8.7340065482,227.1271934201
Juneau,0,70,516,4,5.5226273667,5.0904431497,11.7006221188,315.062506865
Juneau,0,71,517,4,5.8941641199,5.2924601788,12.2503320705,337.0454823065
Juneau,0,71,518,4,4.6304850945,3.8642129937,6.6617924646,166.1087030163
Juneau,0,71,519,4,5.1701382993,4.5451993877,8.8985128069,227.0863176097
Juneau,0,72,520,4,5.0849924827,5.0426643764,9.4302164317,247.1612327876
Juneau,0,72,521,4,5.3745574696,4.3921345229,8.4394728511,218.227253491
Juneau,0,72,522,4,4.8699972009,3.4110988171,5.9129701644,140.4656068766
Juneau,0,73,523,4,5.2715591813,3.9403339734,7.7141231124,195.3988240611
Juneau,0,73,524,4,4.9722586435,4.872863773,9.3842010044,247.0207902323
Juneau,0,73,525,4,6.3229276512,5.6587366907,13.7648857214,383.2855500208
Juneau,0,74,526,4,6.022315934,5.0959843956,13.2490214582,368.7582418962
Juneau,0,74,527,4,NA,NA,NA,NA
Juneau,0,75,528,4,5.7364657921,5.5651069341,11.7836667606,321.795470043
Juneau,0,75,529,4,5.6318266116,4.3188510967,8.1809537575,210.4748577578
Juneau,0,75,530,4,4.483630892,4.0225462109,7.381960912,182.0525813082
Juneau,0,76,531,4,5.3124886981,4.2947693238,9.397491057,244.8742912277
Juneau,0,76,532,4,5.2591731503,5.076934006,10.7160261991,287.45182448
Juneau,0,77,533,4,5.9234148395,4.6194401897,9.9382902485,262.9358427146
Juneau,0,77,534,4,4.778681439,3.5162868625,5.9256546796,145.4027645088
Juneau,0,77,535,4,5.3274514767,5.1454744027,10.6493925708,281.3900211066
Juneau,0,78,536,4,5.9144384665,4.8916546097,11.0356081016,297.6504376875
Juneau,0,78,537,4,5.8520579123,5.0136707133,11.3198096432,308.1155691661
Juneau,0,78,538,4,4.5915275211,3.7006439184,6.2151107273,148.8405889328
Juneau,1,1,539,4,5.1966400979,5.2042273636,9.8681741451,126.6362432756
Juneau,1,1,540,4,3.8917080605,3.2591312345,4.3883679548,55.3653677017
Juneau,1,1,541,4,4.5015796748,3.7646411452,6.2448599639,77.8255348521
Juneau,1,2,542,4,4.1918259869,4.4360549577,5.9154630453,74.4620833851
Juneau,1,2,543,4,4.9164952889,4.6299896251,8.6153652816,110.1401513929
Juneau,1,2,544,4,4.3884637611,3.5948526235,6.4117162756,79.9824080208
Juneau,1,3,545,4,6.917672717,6.441575812,17.619044316,234.4960984695
Juneau,1,3,546,4,4.7418357144,4.8083164795,8.6734453788,110.9142868404
Juneau,1,3,547,4,5.1983298554,4.0885269301,8.3189716991,104.9876145996
Juneau,1,4,548,4,5.6429075957,5.2768347419,11.4134384858,147.3268020829
Juneau,1,4,549,4,6.0308259238,5.1747649246,11.5612517747,149.6625274581
Juneau,1,5,550,4,4.0907861173,4.1820577932,6.4048803923,80.7789731347
Juneau,1,5,551,4,5.6003718081,4.5242517427,9.7851764716,125.8239295541
Juneau,1,5,552,4,5.1797572107,4.0130860551,7.3786495195,92.5824173832
Juneau,1,6,553,4,6.5528824025,4.4941889216,10.3868334967,133.6526909513
Juneau,1,6,554,4,6.4884643673,5.2926238375,12.8079485535,167.1450052282
Juneau,1,6,555,4,5.5292532224,5.0445040782,11.0027027209,141.0959892011
Juneau,1,7,556,4,4.6850454023,5.3815514506,9.6614187955,123.8489646895
Juneau,1,7,557,4,4.7637293017,3.6788464515,5.5142826724,69.6111406189
Juneau,1,7,558,4,5.3728118003,3.9977061681,8.5889394407,108.5746711332
Juneau,1,8,559,4,4.0912182162,3.7422232945,4.8819369574,61.2858324351
Juneau,1,8,560,4,5.2008360031,4.8144244099,9.1319883322,117.0431311052
Juneau,1,8,561,4,4.8290872044,4.4643099839,7.0294412926,88.0127101594
Juneau,1,9,562,4,4.9802202583,4.8513508715,9.3180682484,119.23286522
Juneau,1,9,563,4,NA,NA,NA,NA
Juneau,1,9,564,4,5.4362870083,4.8714436353,9.5632921009,121.6087562657
Juneau,1,10,565,4,4.4729295318,3.6268504237,5.9645339915,75.0933124643
Juneau,1,10,566,4,5.6146021391,4.4102126897,8.6347388328,110.3983219271
Juneau,1,10,567,4,5.2641552726,4.6673433379,10.1046676816,128.9070595084
Juneau,1,11,568,4,5.6126569089,4.7709875802,9.6040420243,123.0764701247
Juneau,1,11,569,4,5.5471596083,5.1619960502,11.0686792765,143.2386246508
Juneau,1,11,570,4,3.8983666708,3.1595235977,4.0581518117,50.1147697203
Juneau,1,12,571,4,4.694289241,4.4809255522,8.2742573805,104.9989615997
Juneau,1,12,572,4,4.1281322401,3.1159989413,4.0550917292,50.9252738349
Juneau,1,13,573,4,3.7264012255,3.218175077,4.4278754672,55.5747196385
Juneau,1,13,574,4,4.4752347005,4.3075795973,6.533849796,82.7469876073
Juneau,1,13,575,4,4.9432566168,3.9708822675,8.3542082291,105.4551780082
Juneau,1,14,576,4,5.4301186484,4.1093803797,7.5910482993,96.2713091257
Juneau,1,14,577,4,4.5331781833,4.3684554422,7.1983120528,91.4131847535
Juneau,1,14,578,4,5.3780118233,5.1658689916,10.7291253404,137.3722038131
Juneau,1,15,579,4,5.1954788894,3.8140256501,7.7569701786,98.4574904667
Juneau,1,15,580,4,4.7966954866,4.4150047626,7.3169820903,92.9690373183
Juneau,1,15,581,4,4.785267951,4.2301348217,7.1539373144,89.639437218
Juneau,1,16,582,4,4.7086182439,4.9684192253,8.464745212,107.8318325206
Juneau,1,16,583,4,5.5058762248,4.1983840317,8.6630165782,110.7752476167
Juneau,1,16,584,4,3.4944776826,2.6331582778,2.969961937,36.7958924547
Juneau,1,17,585,4,3.5085410431,3.0350230011,3.3986172626,42.8326177393
Juneau,1,17,586,4,4.5462007359,3.6968450485,5.464499114,68.9751641543
Juneau,1,17,587,4,5.0752716037,4.4203244561,8.5569711183,108.1493387825
Juneau,1,18,588,4,3.9395220303,2.9264267793,3.7919531646,47.6662449509
Juneau,1,18,589,4,4.6596462942,3.1729046627,4.2393092615,53.502502958
Juneau,1,18,590,4,4.2137187441,3.1535586181,4.3445928749,53.6790227666
Juneau,1,19,591,4,5.0301678315,4.4308073361,7.9554640236,101.0786417467
Juneau,1,19,592,4,4.1304565653,3.6334973307,5.0506332651,63.7091105189
Juneau,1,19,593,4,4.1899043879,3.9549835918,5.2862893472,65.54361803
Juneau,1,20,594,4,4.1268173849,3.5991947671,5.7872487178,72.8150883284
Juneau,1,20,595,4,6.5666090297,5.2578360491,12.2560024951,159.5224387981
Juneau,1,20,596,4,4.0430729691,3.6475176023,4.4294655634,54.7393258654
Juneau,1,21,597,4,4.955284359,4.2049991908,6.8917518063,87.1079242082
Juneau,1,21,598,4,5.3988235202,5.3456105085,9.5477823024,122.6259825833
Juneau,1,21,599,4,4.9816433464,4.7862371831,8.3807531897,105.807535095
Juneau,1,22,600,4,4.4512552242,3.5585213338,5.5306473514,69.5290947641
Juneau,1,22,601,4,4.2015875953,3.5082408311,5.0303692188,63.4522575614
Juneau,1,22,602,4,4.3109887591,4.3451590109,6.581172613,82.178315634
Juneau,1,23,603,4,4.4487887829,3.8545455768,6.1233933638,77.1401103459
Juneau,1,23,604,4,4.5396749511,4.1126637608,6.6120595839,83.7629165937
Juneau,1,23,605,4,5.4907946631,4.6450583669,9.8128875462,124.9687545139
Juneau,1,24,606,4,5.5923047759,5.460849048,11.6957657758,151.5065534301
Juneau,1,24,607,4,4.4700623633,3.5046350931,5.866729535,74.1284859248
Juneau,1,24,608,4,5.4912269979,4.6718136375,9.141548274,115.9505685053
Juneau,1,25,609,4,4.5401302025,3.9759999168,6.4199849617,80.6794873471
Juneau,1,25,610,4,4.6823440639,3.3484364639,6.3232818301,79.7225601849
Juneau,1,26,611,4,3.9447726737,2.9680841446,4.4520013625,55.8768786524
Juneau,1,26,612,4,NA,NA,NA,NA
Juneau,1,26,613,4,5.2956787839,4.1792841381,8.6131299067,108.8966213465
Juneau,1,27,614,4,4.6789405596,3.8606711599,6.027155779,75.8995548334
Juneau,1,27,615,4,4.5623123719,4.0580625217,7.557683662,96.1320615375
Juneau,1,27,616,4,3.6970675369,3.2323032437,4.0800884577,50.3869391576
Juneau,1,28,617,4,5.1225102345,4.9885450113,9.4853430872,121.4797629487
Juneau,1,28,618,4,NA,NA,NA,NA
Juneau,1,28,619,4,4.0075607605,3.2958393078,4.0320325708,49.7908817608
Juneau,1,29,620,4,5.2294548337,4.5872437658,8.4007631707,106.9812490996
Juneau,1,29,621,4,5.7744942422,4.1131906085,9.9932651335,128.6331976932
Juneau,1,29,622,4,5.0911147669,3.9410407865,7.9425918606,100.0052719095
Juneau,1,30,623,4,3.6000686694,3.4044789077,4.2996949279,53.9718727072
Juneau,1,30,624,4,3.3663115553,3.3868274345,3.8433541381,48.5830612459
Juneau,1,30,625,4,NA,NA,NA,NA
Juneau,1,31,626,4,NA,NA,NA,NA
Juneau,1,31,627,4,5.6452780633,4.6055028625,9.027775228,115.6476073819
Juneau,1,31,628,4,3.9352826823,3.5269535081,4.5596958331,56.3699020372
Juneau,1,32,629,4,4.0672109983,4.076053782,5.4911139398,69.0240730898
Juneau,1,32,630,4,4.1503262577,3.4845641795,5.2756171921,66.567108507
Juneau,1,32,631,4,4.2954652683,3.1957025174,5.4477699537,67.5989965278
Juneau,1,33,632,4,4.088478023,3.4948774872,4.4595685807,55.9716831168
Juneau,1,33,633,4,5.3613982674,4.7457602435,9.3137615873,119.4808828454
Juneau,1,33,634,4,5.7018427343,5.0483099131,10.750175389,137.6584030169
Juneau,1,34,635,4,4.3840494847,3.4668631697,5.5393202047,69.639931293
Juneau,1,34,636,4,3.7844385593,3.4546102515,4.204227146,53.0649117784
Juneau,1,34,637,4,3.7427257856,3.2052011084,3.7279765398,46.0348371964
Juneau,1,35,638,4,4.9424024944,4.0241363033,7.7232145204,98.0123660631
Juneau,1,35,639,4,4.1629178374,2.8598936173,4.1221036132,52.0418426983
Juneau,1,35,640,4,5.6848892329,5.5903844223,11.7710472133,151.6015698866
Juneau,1,36,641,4,NA,NA,NA,NA
Juneau,1,36,642,4,5.7363798188,5.0264043448,10.4905389911,135.0597078698
Juneau,1,37,643,4,4.1767452168,3.2454024464,4.6444128742,58.2919559256
Juneau,1,37,644,4,3.6900210673,3.2332495803,4.4711986346,56.4030271376
Juneau,1,37,645,4,4.9642459472,4.7318300151,8.287911797,104.5756289258
Juneau,1,38,646,4,5.8715881644,4.5641993295,9.5326674654,122.1161308682
Juneau,1,38,647,4,4.9224797311,4.0241434263,7.4057098876,94.1338755389
Juneau,1,38,648,4,6.3813869305,5.8908680277,14.2709304324,186.2256955614
Juneau,1,39,649,4,4.5968165695,4.2711677535,7.9543786626,101.0642923732
Juneau,1,39,650,4,3.6537485694,3.5911631621,5.1455348479,64.9132652267
Juneau,1,39,651,4,3.6670579154,3.3227117706,4.1122001919,50.785592566
Juneau,1,40,652,4,5.718262115,4.9876475303,11.0098586634,142.1253804701
Juneau,1,40,653,4,4.7827819323,4.8736581163,8.9411769293,114.4891272598
Juneau,1,40,654,4,5.0917464301,4.5379487953,7.7882650103,97.9688079804
Juneau,1,41,655,4,5.1351545707,3.5065710385,6.5840128252,83.1024967448
Juneau,1,41,656,4,5.7242850413,4.9113952966,10.0568136955,129.4922436698
Juneau,1,41,657,4,6.0242989521,5.1098692694,11.3749255168,146.1768284631
Juneau,1,42,658,4,4.0684012514,4.0728447921,6.5580239214,82.4692613848
Juneau,1,42,659,4,4.6426966473,4.1113065571,6.7966359647,85.8681027049
Juneau,1,43,660,4,4.4061051935,4.9257928364,7.5399448382,95.5988749536
Juneau,1,43,661,4,4.2811606557,3.8128904862,5.7342000961,72.4268210422
Juneau,1,43,662,4,5.0526525761,4.5628807667,8.7451494633,110.6551855311
Juneau,1,44,663,4,4.7087643813,4.4385738238,7.1939056078,91.0570244211
Juneau,1,44,664,4,5.6913458698,4.7229638369,8.9504669508,114.6133549167
Juneau,1,44,665,4,5.2262502293,4.5860824467,8.486015171,107.2058274846
Juneau,1,45,666,4,4.2900088221,3.949043362,6.4719762901,81.6485705442
Juneau,1,45,667,4,5.0175948173,4.7962381402,8.156858056,104.0464104575
Juneau,1,45,668,4,5.3643558809,4.4850953901,9.3755572225,119.0870486547
Juneau,1,46,669,4,5.1011690615,4.3309123551,7.7179994346,97.6432802988
Juneau,1,46,670,4,4.0546482512,3.1986573619,4.6755906521,58.6841556885
Juneau,1,47,671,4,3.5950464817,3.3017182581,3.9128254016,49.1608396275
Juneau,1,47,672,4,5.1204647424,4.8894344239,9.7948275129,125.9540968649
Juneau,1,47,673,4,NA,NA,NA,NA
Juneau,1,48,674,4,4.3752424795,3.7399898635,5.8562930371,73.7015907513
Juneau,1,48,675,4,3.5557219621,3.23152075,3.3394280868,42.3876683711
Juneau,1,48,676,4,5.0809545659,4.9372001634,8.4692384167,106.9828546564
Juneau,1,49,677,4,4.4449695326,3.7812170107,6.4236925155,81.0227024952
Juneau,1,49,678,4,4.4056086593,3.6682024459,5.6760851688,71.6817709819
Juneau,1,49,679,4,5.5667736687,4.1632097907,8.0880498941,101.9281637613
Juneau,1,50,680,4,5.8602192879,4.254426926,9.577422616,122.7182280674
Juneau,1,50,681,4,3.868960658,2.8675334931,3.5992605094,45.5725304663
Juneau,1,50,682,4,5.3530760317,4.0913332652,8.1528498953,102.7858582667
Juneau,1,51,683,4,4.3471812518,3.8049902863,5.9661262472,75.1138027117
Juneau,1,51,684,4,4.3370725844,3.5823979779,5.3234837964,67.1766222019
Juneau,1,51,685,4,5.0321255353,3.9809186902,8.0764898084,101.7752229478
Juneau,1,52,686,4,5.4535815465,5.6120014304,11.5219870098,148.812596173
