"pop","sex","family","l_1","w_1","a_1","bod_1","l_4","w_4","a_4","bod_4","l_7","w_7","a_7","bod_7","l_10","w_10","a_10","bod_10","l_13","w_13","a_13","bod_13"
"Juneau",1,33,1.2431488318,1.136605172,0.8922741816,7.5576055523,3.4074897607,3.0380078961,3.9845589812,21.999037972,6.1303361844,5.9446519197,10.0842614329,46.8995090232,11.5567217259,11.6017010832,26.1277820309,103.8048778686,18.7734026466,18.574078288,54.5887977036,192.975359101
"Juneau",1,33,1.5094548093,1.3108612962,1.3126355925,9.6628795173,4.0240352173,3.7862249938,6.1195300985,31.28602412,7.716818558,7.6057790423,16.334593354,69.9370315698,NA,NA,NA,NA,NA,NA,NA,NA
"Juneau",1,34,1.649860986,1.3586462227,1.5000395339,10.7404778778,4.6150079489,3.7354660687,6.7483451914,33.8033910696,8.1318815715,7.291153984,16.2119864933,69.54712718,14.4542485667,13.0337998659,38.8626002971,144.8321912126,23.1334516762,21.205106415,80.57852332,268.2563304335
"Juneau",1,35,1.1980158444,1.2879404319,0.9826490042,8.104618536,3.4308800967,3.4663337241,4.6192740871,24.8108580259,6.3981769943,6.244946802,11.274171085,51.4779243479,11.7750477573,11.020538586,26.1412289892,103.6683718856,19.0916380362,18.264695129,57.6326798004,202.0759119494
"Juneau",1,35,1.3243829309,1.1242897119,0.9940027081,8.0928939639,3.181473321,2.6163830025,4.221974782,23.0357174769,6.2466415051,5.0238946075,10.6659076709,49.1216263658,11.4571344939,9.2715826877,27.8462693754,109.5076084994,18.5471066076,15.545766805,54.39415747,192.3934792081
"Juneau",1,35,1.4010323168,1.2700708057,1.1497060241,8.8304215337,4.156241752,3.4902110579,5.4593924247,28.5443612079,7.3551282464,6.4199176065,12.892287248,57.4227213648,13.3892669756,11.3937920948,34.707799409,131.7480732792,21.5455020304,18.5610706606,72.1152307364,244.1949551537
"Juneau",1,36,1.7412238999,1.6209503008,1.6488982039,11.4767972859,4.5328159379,3.5960366721,6.8221041205,33.9925666883,8.4916697718,6.3668805799,16.7953013007,71.6774597702,15.3853864464,11.3728132875,41.8989611959,154.2822462684,23.9878541528,18.5643818234,83.3406538636,276.1019894553
"Juneau",1,36,1.3038582825,1.3159969427,1.1835353226,9.0741062392,4.0386006651,3.78710509,6.0644422811,30.8344034861,7.7838909121,7.2589263193,15.3183460679,66.3359846171,14.2135084278,13.571954294,38.9872185185,145.3520559417,22.8310003372,22.1227894156,78.2247360868,261.6426226971
"Juneau",1,36,1.2337185239,0.7107280779,0.5506817419,5.6303574621,3.7263806798,2.4705431583,3.2652732222,19.0474939419,6.6402016963,4.942714051,7.4763518354,36.6313466062,12.3307222425,10.1888661899,20.5513025371,84.8434848757,19.941520413,17.5441269132,45.034439996,163.9779211548
"Juneau",1,37,1.5417195787,1.2530944787,1.2356116466,9.4096608366,4.3507161191,3.9095675738,5.8324608253,29.929926835,8.3838517526,7.389314007,14.7487035854,64.3240730933,15.2015549231,14.5086052848,40.9561899809,151.346114297,24.2842924856,23.7245766614,85.2479319956,281.4440535029
"Juneau",1,37,1.6227659654,1.0756720197,1.1307762739,8.802938584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juneau",1,37,1.3091934789,0.7849227718,0.6912496037,6.4051604726,3.9903761721,2.8112845777,3.9746847548,22.1940276202,7.4598519275,5.4783565141,10.4543327592,48.2635350037,13.9830212121,10.4744946549,28.152254518,110.4726194266,22.5015915204,17.5860995958,60.9493651508,211.7870157958
"Juneau",1,38,1.7193568534,1.3978715039,1.5403285604,10.9406209174,4.6786131485,3.6426358308,6.9741530699,34.6089590444,8.6408377135,7.2598110781,17.5918305345,74.5029788328,15.5709558315,13.1472392712,42.5393959016,156.2711712462,24.5214698208,20.9897802206,81.101730866,269.8076361068
"Juneau",1,38,1.518347887,1.4626588085,1.4538917848,10.4424717269,4.138209983,3.9278803227,6.7245759975,33.5408329455,7.7766733838,6.7711443272,15.5323836031,67.1075445421,14.472993516,13.3500024269,39.872055206,148.1275544953,23.1047811368,21.4973333088,78.5452155408,262.5500710701
"Juneau",1,38,1.5736359569,1.3471285965,1.3278331051,9.7398695604,4.3796218597,3.5650251124,5.8913930707,30.3435162018,8.3515038959,7.6152296841,16.2603977895,69.6716957569,14.8723167924,13.9327175303,39.2693288373,146.1952966126,23.732585216,22.2109197902,80.2791508808,267.4118805995
"Juneau",1,39,1.6063481171,1.4087826373,1.4455447052,10.4687110717,4.8282789135,4.4561584981,7.7299124681,37.6991547993,8.9323726664,8.5293775246,19.4130791845,80.752208233,16.0403178662,16.1333407247,48.8617599447,175.8018313716,25.1906385992,24.4159352726,93.8641671136,305.3237149271
"Juneau",1,39,0.9048914056,0.9088692255,0.5550048981,5.7301255764,3.5166183063,3.487524942,4.1717160636,22.8761730618,6.7745090856,6.5483013271,11.1340622543,51.0001188228,12.3244971272,11.9860101407,26.6867972737,105.5754915344,20.0768731126,20.62140471,59.0962288916,206.3261720438
"Juneau",1,40,1.5920469981,1.5218140859,1.6578582085,11.5208469988,4.4140351969,4.4237529073,7.6546743606,37.3446913349,8.282567341,7.8659030238,17.9246171953,75.677849298,14.8404172931,14.4804159551,45.6962062264,166.0111944893,23.4063535336,23.0537849892,90.5958050296,296.3291273857
"Juneau",1,40,1.5258329637,1.1189962969,1.1403681381,8.8523466958,4.3647811329,3.5805474383,5.7067167126,29.3503099389,7.9745127259,7.3834572962,14.4329779979,63.1272747532,NA,NA,NA,NA,NA,NA,NA,NA
"Juneau",1,40,1.2000435518,1.0061922564,0.7677291216,6.8197273959,3.9099216513,3.3607717313,4.4230302696,24.1419770125,7.7477346693,6.7838722615,12.3233696368,55.3099206711,14.0890687929,12.9078367196,32.1905406517,123.6558954499,22.6256513708,20.6063625322,65.6622512724,225.5654592466
"Juneau",1,41,1.1749058495,1.2789224889,0.9614544307,7.9936509806,3.6630305679,3.5841367309,4.8418752237,25.7631495417,7.5164872174,7.8876917142,14.712254041,64.1918049847,13.6133993142,13.4323865883,34.0927224572,129.6483420583,21.7432430818,22.3561824432,71.9956411368,243.9300133059
"Juneau",1,41,1.5547819868,1.3642020297,1.2918633132,9.6264846322,4.670440404,4.1639029587,6.8188118794,33.9239841154,8.713267591,8.3983340422,17.9348474743,75.6659848775,15.5987492627,14.8157163369,44.3301876767,161.9768589006,24.5585939818,24.1475784804,91.5864445032,299.0341990305
"Juneau",1,41,1.3111747386,1.2456089265,1.0677953024,8.4067011891,4.1910713617,4.5918979099,6.4755885183,32.7471286182,8.0335198015,8.3856850249,16.0223541259,68.8192023427,14.8679087432,15.3618436191,42.0791128578,154.9688971656,23.8487464416,24.277450885,86.0299851588,283.5533829203
"Juneau",1,42,1.5863281733,1.0657717304,1.0563237217,8.4883041076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juneau",1,42,1.4715925501,1.4155288691,1.4247931848,10.2967818994,4.1348984774,3.9250348639,6.7313022348,33.5682064836,7.6000759453,7.065305136,16.5791644423,70.8589009887,13.8369936032,11.338730541,38.7313604343,144.5477583735,21.9037566098,18.6016335948,76.2661405132,256.0846187507
"Juneau",1,42,1.4569239799,1.1921264236,1.101555669,8.5817882323,4.5877364792,3.9224687793,6.2234920559,31.7138590731,8.2388762162,7.1266446212,15.1860202381,65.8090609105,14.7848315252,12.7272417887,37.9632504962,142.0855210367,23.3811559508,20.8254849598,77.0569008244,258.292540713
"Juneau",1,43,1.0748992917,0.9672061607,0.5851067828,5.972157989,3.5433320308,3.5298944679,4.0914682008,22.5262760632,6.8575121387,6.8674354524,9.7897987816,45.8198502494,12.2480670588,11.4483571353,23.8485092861,95.9704608035,19.6055839586,18.3350728676,49.0933130612,176.4638287158
"Juneau",1,43,1.073089409,0.6648844681,0.4534779774,5.1605753546,3.6642724219,2.6526606351,3.426728666,19.5279768112,7.387974538,5.8358606907,10.272226959,47.6196036589,13.3607707209,10.77826871,26.0148540384,103.4282203752,21.4114036842,17.3144848356,54.5864939736,192.9684738779
"Juneau",1,43,1.6269658889,1.4579672873,1.6078775551,11.1404607845,4.666168983,4.3776994125,7.8450073028,38.2656827533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juneau",1,44,1.6932348132,1.3247612978,1.4796605472,10.6389911248,4.3815414142,3.8190240581,6.6314611136,33.216915595,8.0189801992,6.9261202827,16.128527458,69.2970412165,14.3564623818,12.2356579983,40.4864037911,149.8792804854,22.6074607096,19.672309855,80.9565416344,269.3985715099
"Juneau",1,44,1.3675790383,1.0705696243,0.977324089,8.0055706297,4.2936810269,3.2451499907,5.1893419908,27.1799763162,8.143456678,6.3684791907,13.5345894408,59.841663571,14.8243857723,11.3734201494,33.6875776058,128.5229215349,23.5480922862,18.6277593536,70.1795382112,238.6730139543
"Juneau",1,44,1.5022884967,1.3020810741,1.3573129315,9.8889085049,4.3932202437,3.6122986858,6.5720646483,33.1410287423,8.2154545063,6.6806076202,15.4457138842,66.7463056681,14.6714779941,11.5531335089,37.6830816665,141.2012080843,23.1388819774,19.6673439358,78.27178635,261.7373769045
"Juneau",1,45,1.4354039747,1.4002508629,1.2890558592,9.681183895,4.3804760009,4.7716972388,7.1236535432,35.2679893232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juneau",1,45,0.9872415371,1.0008528828,0.6286014218,6.1367679573,3.2931015471,3.0673538772,3.2166366976,18.64457215,6.1512316048,6.0527259241,8.5299558492,40.9727297196,11.2956948342,11.4604458228,21.5069010624,88.0873977616,18.7520048216,18.6833916996,46.040215532,167.0664243914
"Juneau",1,46,1.0428278449,0.8577182691,0.6122091428,6.1214036124,3.7067544144,3.4824972357,4.4440683677,24.1154362669,6.9490571642,6.6137702435,11.1787768763,50.9635753334,12.6871062057,12.0110828447,27.1025316911,107.001051542,20.5456638766,20.067566927,59.8435384904,208.5714654288
"Juneau",1,46,1.1468859116,0.7889148063,0.6232067432,6.1071256703,3.4506338291,2.6673462373,3.3308763484,19.1590449856,6.8836953511,5.6482192215,9.7127103963,45.5751627255,12.8237015085,10.5423266808,25.7369896454,102.4095311071,20.7329596182,17.4128549376,52.5191815292,186.731236975
"Juneau",1,47,1.234321354,1.2270500848,1.0213343587,8.3064756269,3.6253094256,3.1336887729,4.7539253849,25.4457623874,7.0466956166,5.9051291387,11.6025056895,52.5610223164,12.8906875197,10.2454570929,28.2135928417,110.6748730773,20.6587397882,17.1665264164,56.483276332,198.6229551743
"Juneau",1,47,1.1401102528,0.9098965025,0.7318169612,6.6992283515,3.6249061647,2.9997261191,3.9277251172,21.8093172599,7.0558540378,6.6548739527,11.9400154829,54.0308499359,12.9251036339,11.8597540416,29.8480403034,115.9962359232,20.9351218952,19.079006121,61.1026719292,212.237662276
"Juneau",1,48,1.1731962174,1.1550159377,0.8554110332,7.4342436341,3.6531962888,3.6073008502,4.5442192244,24.6052586903,7.0834025681,7.0680805493,12.0104973436,54.1927809316,13.1083402998,13.3886015262,30.9950625758,119.6917947919,21.1426855002,21.3769034164,66.2774439588,227.3529088273
"Juneau",1,49,1.2679711188,1.0863058194,0.8752768731,7.5395919524,3.5775919255,3.0641774403,4.0614719664,22.5140274397,6.9060624381,6.2430811948,10.8718392402,49.9040908527,12.5718640751,10.4751231755,27.6655771359,108.7756343193,20.1028072428,17.4965145068,56.575372946,198.856357458
"Juneau",1,50,1.0378579515,0.7144510711,0.543155656,5.739832021,3.3233923585,2.5096972667,3.1124932624,18.2350097777,6.4550605651,5.2023114737,8.3709287538,40.1327772049,11.8332248816,10.142779734,21.6554706056,88.6436920423,19.3632145492,17.0865047386,47.2163646804,170.7069060954
"Juneau",1,50,0.9677718785,0.7382921078,0.4542021133,5.1646757742,3.3005634751,3.0508939813,3.2017118042,18.5771746606,6.6153188386,6.6231436801,9.9447324987,46.468211756,12.4513012388,11.9095298114,25.2858407398,100.8996925109,20.279196069,18.293966271,51.9532457456,185.0285942793
"Juneau",1,51,1.7470965013,1.2457796983,1.4655049982,10.5683963208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juneau",1,51,1.2665945108,0.9881410602,0.8645203268,7.4104169284,3.7782326391,3.4598867059,4.6312904008,24.8040794094,7.4656859736,7.2395463933,12.9142146556,57.5541842906,13.4070262898,13.1046297255,32.9669863234,126.205420823,21.6752774084,21.341177011,66.8487951656,229.0501810949
"Juneau",1,51,1.4441074861,1.0385334283,0.9559315233,7.8218352666,4.5461972957,3.451144636,5.4359213902,28.4460468913,8.4933830796,6.6320256993,13.5748821989,59.939753369,15.1635515873,11.943574434,33.3509451122,127.3974791944,23.8173362566,19.4868070902,66.9150621476,229.202902718
"Juneau",1,52,1.2993440488,0.9442912478,0.7583615021,6.9156955376,3.6822774662,3.0111177338,4.0161265322,22.1968960681,6.9326838447,5.9885999793,10.0767181765,46.9227254146,12.9080606075,10.8367275282,25.9947745898,103.1797308182,20.8644981728,17.4624263686,54.17049369,191.7651282689
"Juneau",1,52,0.9437525731,1.0685232573,0.6066769233,6.0161398747,2.9470639707,3.7371173221,3.6266340498,20.4195269738,5.970568779,7.4239401622,10.0854898789,46.9042214986,11.2723528277,11.777708489,25.0588199898,100.2296591268,18.5530482714,19.2570987782,55.6720726552,196.2082065585
"Juneau",1,52,1.7814338222,1.5238240203,1.7321863034,11.7520995624,4.8165690223,4.0418497872,7.9034559736,38.4979735914,8.7634468883,7.8163308458,19.8491531052,82.3168240004,15.3091580924,13.9531993377,47.8017576,172.5759941195,23.9007984384,22.0248119746,90.7570535472,296.700539946
"Juneau",1,53,0.9676152629,1.0203426779,0.5877855355,5.9869382617,3.1654103187,3.0053555636,3.2636464388,18.856577829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juneau",1,53,1.0626864003,1.1178055514,0.8486846585,7.3262036168,3.3737915531,3.5005328344,4.5146976431,24.3026984702,6.686056679,6.7290900582,11.8101818806,53.4427720041,12.6458179419,13.3711751711,33.3117934315,127.3152870058,20.4447080966,21.1687318046,67.791750414,231.7815881593
"Juneau",1,53,0.7103356017,0.6476762115,0.3996876627,4.7763994805,2.8782219073,2.8246147931,3.2810232171,19.1183037349,5.914861755,5.8727294296,9.1882428888,43.3863679797,11.1355900011,11.5038871464,24.6800808308,98.9118437117,18.5009426126,17.8207606326,47.358434616,171.0991994683
"Juneau",1,54,1.1859461147,0.9080443053,0.6921588495,6.5580165757,3.6401470286,3.0526992131,3.7854731192,21.2430610707,6.9232499448,6.2273011075,10.3714621247,47.8950941131,12.7556785178,10.6822790271,25.3703994586,101.2285180612,20.5123763212,17.1231462278,52.014961148,185.2553294559
"Juneau",1,54,0.8261520459,0.9043974789,0.5623297793,5.7708208816,3.0649642419,2.9038349174,3.0726702919,17.992628468,5.9986646258,5.6734722406,8.0486038414,39.073766112,10.8693813522,9.6524071104,19.1700232243,79.9992120155,18.1605713568,15.7611333704,40.218033088,149.0401982028
"Juneau",1,55,1.5841671973,0.9253774704,0.9120943012,7.7341528061,4.426249288,3.4858980578,5.0699891644,26.7902055822,8.174774947,6.8793002375,13.0225830327,57.854406296,NA,NA,NA,NA,NA,NA,NA,NA
"Juneau",1,55,1.580135365,1.1501648446,1.1657153109,8.9826780634,4.5711931049,3.8963474404,6.267215384,31.7259300957,8.6440203104,7.3432419692,15.8962499415,68.5132055785,15.4861722912,12.6601433088,38.5223505687,143.8045521933,24.3451671456,19.8878928622,74.9507875064,252.30126409
"Juneau",1,56,1.4822197019,0.6142706014,0.6252374486,6.192918225,4.5197941387,2.8897309433,4.1587664624,22.819774414,8.0929416109,5.8725198331,10.5872517484,48.8739643558,14.7725393106,10.5302495078,27.9109656581,109.5416754421,23.3269490012,17.836315361,54.8778879156,193.8796282335
"Juneau",1,56,1.4062856441,1.5745265512,1.4628382794,10.4871924825,3.7674573501,4.1636237497,6.471813073,32.5092749307,7.157637498,7.7943859513,16.0051889773,68.8064044301,13.0758358959,14.1578866757,36.8782776677,138.6985606218,20.9508638926,22.4516267722,69.8045055308,237.5929751681
"Juneau",1,56,1.1429923663,0.9311786429,0.6963470369,6.432936217,3.2435874573,2.8879872224,3.754784568,21.2276304048,6.1547784155,5.9486932154,10.6506157178,49.0116892854,NA,NA,NA,NA,NA,NA,NA,NA
"Juneau",1,57,1.7135261811,1.0461414683,1.287309645,9.6723336742,4.9779041665,3.5346392701,6.7978625755,33.8941120703,9.3418558547,7.170443119,16.8815323149,71.9842829429,NA,NA,NA,NA,NA,NA,NA,NA
"Juneau",1,57,1.669750998,1.3829918726,1.3906683068,10.1254615332,4.8440621241,3.6910674274,6.5715222333,32.9168809808,9.073896874,7.0858580338,16.2589834205,69.7152697681,16.3232975346,12.4531808055,40.1029940734,148.8504339168,25.5907619714,20.8295991264,80.2260726084,267.3004751407
"Juneau",1,57,1.7545326477,1.1419010323,1.3913151798,10.060320637,5.1406067354,4.19093042,7.8006375038,38.0891789406,9.2908938303,7.959961248,19.9687873088,82.732202332,NA,NA,NA,NA,NA,NA,NA,NA
"Juneau",1,58,1.1442947815,1.0752235881,0.7858069948,7.0630159115,3.3759632178,3.6292853382,4.2285230769,23.1232926491,6.0224600191,6.1795295849,10.0878404156,46.9653849724,10.8859965819,10.5217372823,24.15561028,97.0077226884,17.6606754592,17.427410815,51.0912330832,182.5119308005
"Juneau",1,58,1.2694688782,0.9064093957,0.8465990265,7.3150996278,3.8796429745,3.4368531156,4.9468937197,26.1524529964,7.229975032,6.3704304531,11.9250549292,53.873098143,13.2690319431,11.8906357679,30.2055862354,117.2529759498,21.4488151516,19.2343114782,61.43883382,213.2651458393
"Juneau",1,58,1.034414869,0.9654495103,0.7151686823,6.5353124842,3.1331047511,2.9379866579,3.658481801,20.8019712647,5.7184064244,5.6254131537,9.1614804853,43.2822606353,NA,NA,NA,NA,NA,NA,NA,NA
"Juneau",1,59,1.4499368231,1.3243297813,1.2390459304,9.4271499082,4.7402728159,4.3798200491,6.9774454201,34.6773008292,9.0549461066,8.9054249003,18.4458168819,77.3682559271,16.1840798135,15.3415043858,43.8919525809,160.5830226151,25.4468171214,23.8313691262,87.4055028368,287.4278084629
"Juneau",1,59,1.8706476163,1.4710285231,1.8512435694,12.3986600062,4.8428024518,4.3163224028,8.4210114174,40.3837287711,8.6675555741,7.5773478236,20.4232385083,84.4478181376,15.5331676296,14.2482914045,50.2391008305,179.9367503443,24.2273457534,22.7419521436,98.3002501452,317.4710996926
"Juneau",1,60,1.250098612,1.0269918201,0.8533586979,7.4233451578,4.0630648545,3.3852461981,4.6906328699,25.1750422397,7.5040567798,6.2650424319,10.676599785,49.0588417919,13.8715761845,12.1450436243,29.157817781,113.7801774032,22.0304338022,19.2921761362,59.3146358052,207.0112241185
"Juneau",1,60,1.5595936639,1.3001999554,1.2935939932,9.6352634826,4.5165813439,3.7108199984,6.3805758011,32.1912541032,8.2686281101,7.2061340443,16.8178220143,71.8059949694,15.0618160205,12.6938037137,40.8262375431,151.0254729804,23.5289931052,19.9714993628,81.5927018036,271.1135847941
"Addis",0,61,1.1805718614,0.8629787281,0.6865839382,16.4373314861,3.5638037561,3.2773303276,4.1310340364,96.3828538618,7.9776885403,7.0254027745,13.5684334417,378.0719791779,14.4472888641,12.5157057065,34.0099248391,1165.8711885071,23.6862082438,20.5195204534,71.2565106928,2900.0638056782
"Addis",0,61,1.306650229,1.0326436428,0.9695521027,22.4516648763,3.6780899171,3.3464019947,5.0066817248,120.3666470427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Addis",0,61,1.6141422851,1.0627531455,1.1178155558,26.1316345974,4.7444047119,3.6720987355,5.7612205202,136.2963095142,10.0135638102,8.1926737104,17.1882543455,506.3055447802,18.0690776034,15.2275745045,44.1254744267,1600.4638655095,28.6037711734,25.0865876624,95.6454271868,4184.3692387726
"Addis",0,62,2.0102490029,2.0892548655,2.7817302321,60.3244376644,5.5165681183,5.6773219366,12.6261376572,349.4277493798,11.1982210525,10.9293661707,33.1290239687,1123.7252613867,19.7537285397,18.5506813749,80.4523950378,3375.8875041619,30.9709776026,27.2914728436,151.2973225116,7395.9798399207
"Addis",0,62,1.7378665904,1.5842582136,1.8510532664,40.3966546403,5.1461607789,4.4424314007,8.5300780372,220.9574864186,10.245646387,9.035970696,23.2868129759,730.5216673331,18.0122371709,17.6009427717,58.7082725951,2277.0103328979,28.4243165228,27.2597528536,115.4293099424,5283.2001733104
"Addis",0,62,1.7727153694,1.2886593564,1.4671480008,33.1808283366,4.7726866659,3.7461991719,7.1488437771,175.3118325213,10.0955059526,8.4244563707,21.3622838799,659.0858827326,18.3131543451,16.0044872577,53.9419554047,2052.0335630558,28.99171722,25.7332269084,107.8937004572,4860.0976530145
"Addis",0,63,1.7523043988,1.2578167532,1.4038358315,30.1891217558,5.2039172235,4.0784013798,7.5080812174,188.1401372057,10.3080068874,9.4029318392,21.8599714951,679.3882324092,18.155129766,16.5974512245,54.7737967312,2091.3004785869,28.7078740614,26.0243244888,106.1916339776,4762.6871829254
"Addis",0,63,1.724532038,1.3946286901,1.6156988053,35.4066319484,4.9650505893,3.697799087,7.1629415028,179.3101828571,10.300493303,8.0625251712,20.1278169681,608.4734028535,18.6503986248,15.7441165181,54.2270741267,2067.4320562742,29.6008015224,25.3510381278,110.8614471704,5026.8038719207
"Addis",0,64,1.6317510486,1.1171797817,1.2109511359,26.3327582475,4.6213273976,2.9775560116,5.4232330764,130.4708310285,9.3908080641,7.1240328375,15.8839897041,457.3955114668,16.7386508748,12.3741891149,40.596217065,1449.3066936011,26.8862646218,21.845561284,87.9889334288,3768.1903166573
"Addis",0,64,1.6861051201,1.4717185451,1.7284504663,37.7807910462,5.0946198467,4.6703023413,8.5821969381,222.5310684208,10.2211669337,9.6439954445,23.9791442827,757.1489979601,18.1227919154,16.6334641559,56.0838029695,2151.4662287403,28.6446214108,26.6679516632,113.8213128108,5191.8240306096
"Addis",0,64,2.3705845625,1.70947824,2.7458481836,61.4212153301,6.1272501282,5.0656625259,12.0351259654,325.9338975615,12.0469736828,10.1880767578,32.5101423529,1101.3836484596,21.2914261557,18.4873559639,80.3599006262,3364.6029360027,33.1379359782,29.4587937898,159.026821734,7874.6741187221
"Addis",0,65,1.2698017075,1.1337993868,1.03636528,22.9368180905,3.7507972484,3.3186244423,4.9682330647,118.2352534007,8.3366862204,7.544021904,15.2157189816,434.1953154484,15.4288643367,15.0749999642,42.4772109551,1532.4420864463,24.9369739672,24.3566826106,86.5811338068,3693.4381661357
"Addis",0,65,1.7782325924,1.3144028836,1.5552419943,34.1464863708,4.7533255101,4.5555057719,7.0173321215,176.3016530443,9.6945852879,9.2119846225,19.8285986427,600.4927323385,17.3611743884,17.0816571494,52.3833197969,1976.9236569278,27.602150188,27.5438416164,106.1574562612,4760.7816347183
"Addis",0,65,1.5768594398,1.3863771547,1.4832061004,33.5127444824,4.6704461602,4.4734002829,7.7103435878,191.6330767528,9.9420354855,8.6928484525,20.8294299562,639.1428053253,17.9696126784,15.6702608436,53.1282332295,2013.7668033838,28.5594428018,25.035308002,105.7492308832,4740.3427555768
"Addis",0,66,2.3938597539,1.3484703894,2.1637040545,46.3028790087,6.4828410803,4.6220304065,10.6913916274,286.6686411132,12.8697885695,9.5786694052,29.3785588971,969.3193310527,22.4828736005,16.9091200185,71.6430883649,2923.7884334826,35.0750780012,26.9627481488,144.566209778,6988.4407632935
"Addis",0,66,1.0614508198,0.5013274276,0.2835114191,10.2287833088,4.0477852256,2.6167783335,3.0113773859,69.6646506907,9.0108503723,6.4688888919,11.6035973438,314.6059487354,16.6769085842,12.1106068944,31.8596452133,1069.2418903363,26.7243649368,19.8420285608,66.2535641548,2651.7609224766
"Addis",0,66,2.194520007,1.6368754942,2.4426517203,54.4235396795,6.2467343304,4.7413344533,11.2578237886,300.7864147627,12.3063580363,9.5494035716,30.0391136418,999.5625427127,21.7251774572,17.4967228053,75.5399127974,3115.798243575,33.9170556454,27.7893505098,150.3465848816,7343.1794369864
"Addis",0,67,2.0939402581,1.5633512273,2.1604270192,46.2305589597,5.997994483,4.3792767497,9.9937931586,264.6708267693,12.2091939781,9.164949728,27.9490211011,911.6989922116,21.5197885134,16.5944682947,69.9370758583,2837.767498105,33.5601104076,26.8707188912,138.7708966964,6641.3195597022
"Addis",0,67,2.2212298313,1.4715643519,2.1708570929,47.378426107,6.0757878133,4.4518617268,10.3790989288,278.0867785026,11.9520657206,9.4633327601,28.4059816872,931.7086214491,21.2330606489,17.3851677492,70.5606756021,2860.7975715889,32.932683213,27.505758224,138.0443808728,6600.5222825821
"Addis",0,67,1.9684544878,1.4504360811,1.8722331973,41.7465573027,5.4053242885,4.1778595989,8.5926786601,217.8466729622,10.8694843761,8.3188435036,22.772557648,712.4484011436,19.2104895473,14.9461975101,57.2204852393,2207.647766542,30.2642962484,24.6386904042,115.487063692,5288.8487171531
"Addis",0,68,2.0814254319,1.9129270893,2.6833406231,58.043531132,5.7906898554,4.9012564089,11.8177981128,321.5570000088,11.590322113,9.5649565647,30.2077925786,1008.144200498,20.4696075719,17.7266252201,73.9493260706,3034.5428817003,31.9708769762,28.2636511036,145.1664801256,7027.0947739505
"Addis",0,68,1.8246163911,1.4570986071,1.7655607076,38.5688727023,5.4115711141,4.4958318078,8.8481304109,229.3336543325,10.8694798876,9.5701466378,24.6520441345,779.9886105827,19.5752696321,16.8356263151,60.9530429889,2389.5312545849,30.6905015204,26.8741603104,122.7890620812,5707.8222763546
"Addis",0,69,2.2147720284,2.1784987835,3.2429028406,71.2411011637,6.0283556275,6.2743777691,15.0739507071,432.16417138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Addis",0,69,1.4796718172,1.4827743211,1.4587350452,32.1541425328,4.6128227578,4.6677472681,7.4491454566,188.8413202314,9.6174225499,9.7737366029,22.3268887911,693.9223985115,17.4186512273,17.6860391162,56.2215368383,2158.019281395,27.907542705,28.1996281154,115.9598335784,5313.4174913386
"Addis",0,69,2.2966895616,1.7904752779,2.728283861,61.0112676731,6.2076558227,4.8209965765,12.0712013578,327.1107376318,12.8298948328,10.4317936013,34.1748120976,1171.0669151055,22.4918229006,20.156863482,86.1298687827,3667.3460024822,NA,NA,NA,NA
"Addis",0,70,1.6286472947,1.1812114833,1.2753900426,27.6093200162,4.8486469237,4.3636295547,6.5808778824,162.628624331,10.1358588505,9.3069533331,20.3567130188,618.4785574075,17.9798613293,16.7661471041,49.465876919,1849.0940475524,28.5230794434,26.9721786702,102.687068936,4565.8012902871
"Addis",0,70,2.1584711828,1.4070870504,1.8823954464,41.0709386385,5.8831197979,4.3617168307,8.9531092748,233.7935303686,11.9176401943,8.862654034,24.7537061419,787.162341809,21.053958135,16.2026907492,62.2753594286,2449.8818494114,33.0143534254,26.982068189,131.106964208,6190.245361225
"Addis",0,70,1.6532885917,1.5436354774,1.7297270466,38.6887109475,4.8576449095,4.5048931033,8.3144809955,209.5094250671,9.731511094,8.5387157794,21.461812333,662.8244515652,17.5920810684,15.6812494583,54.0165951108,2055.5508279147,27.938785469,26.0464063162,110.4262173964,5002.2856674864
"Addis",0,71,2.0354878422,1.762338451,2.3246577533,49.8823299729,5.6822863971,4.9734595877,10.7798774153,289.4837710862,11.5959882725,9.9370131831,28.9470349153,951.8516774282,20.7978630167,18.7093602545,75.1244544079,3100.896936649,32.5523462384,29.292151972,148.5468375604,7228.8925984306
"Addis",0,71,2.3125138261,1.7165520988,2.6129562013,57.3764373561,6.3302069897,5.2330355228,12.7386867252,354.5278874605,12.8252877916,10.1517041805,33.082456546,1123.5120752269,22.4476809408,18.5272998086,81.6465701383,3429.4938462181,34.5505128936,29.2407654234,159.9026828324,7926.1527195548
